accommodation_type,author,author_type,deal_type,district,finish_type,floor,floors_count,heating_type,house_material_type,house_number,kitchen_meters,living_meters,location,object_type,phone,price,residential_complex,rooms_count,street,total_meters,underground,url,year_of_construction
flat,Концерн Сибирь,real_estate_agent,sale,Ленинский,-1,5,17,-1,-1,102,17 м²,25 м²,Новосибирск,-1,79831323814,4500000,Радуга Сибири,1, Забалуева,47.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/323455718/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,-1
flat,Строительное управление Западное,real_estate_agent,sale,Кировский,-1,16,18,-1,-1,30,6 м²,18 м²,Новосибирск,-1,79137521220,3950000,Золотая роща,1,Пригородная ,24.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/327005536/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2024
flat,Новый Мир,developer,sale,Заельцовский,Предчистовая,14,24,-1,-1,,3 м²,18 м²,Новосибирск,-1,79587500021,7350000,Оскар ЖК,1,,32.3,Заельцовская,https://novosibirsk.cian.ru/sale/flat/324818410/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2028
flat,Города Новосибирск,real_estate_agent,sale,Октябрьский,Без отделки,17,29,-1,-1,155,4 м²,15 м²,Новосибирск,-1,79831236186,4500000,Пролетарский,1,Пролетарская ,28.97,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/326590102/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,ID 79890336,unknown,sale,Центральный,Без отделки,3,29,-1,-1,58,3 м²,"17,1 м²",Новосибирск,-1,79134728189,3990000,Апартаменты Land Lord,-1, Николая Островского,20.22,Гагаринская,https://novosibirsk.cian.ru/sale/flat/325939851/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,СМСС,developer,sale,Дзержинский,Предчистовая,2,25,-1,Монолитно-кирпичный,,-1,-1,Новосибирск,-1,79587382438,6084753,Звезда ЖК,1,,29.61,Березовая Роща,https://novosibirsk.cian.ru/sale/flat/325986905/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2027
flat,Поиск Метров,real_estate_agent,sale,Ленинский,-1,10,27,-1,-1,37,15 м²,20 м²,Новосибирск,-1,79137727906,4600000,Радуга,1,Волховская ,41.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326680634/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2016
flat,METRAGE,real_estate_agent,sale,Кировский,-1,15,17,-1,-1,172,"6,6 м²","21,7 м²",Новосибирск,-1,79134731081,4000000,,1, Петухова,38.4,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/324103145/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,-1
flat,Телецентр 19|56,real_estate_agent,sale,Ленинский,Предчистовая,8,15,-1,-1,19/1,"5,6 м²","13,1 м²",Новосибирск,-1,79635619700,5390000,1956. Кварталы Телецентра,1, Костычева,26.7,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/325981352/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2027
flat,СМК-недвижимость,real_estate_agent,sale,Заельцовский,-1,6,18,-1,-1,88,4 м²,-1,Новосибирск,-1,79137315874,4850000,Авиатор,1, Аэропорт,27.63,Заельцовская,https://novosibirsk.cian.ru/sale/flat/310562655/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,-1
flat,Города Новосибирск,real_estate_agent,sale,Октябрьский,-1,1,10,-1,-1,69/2,6 м²,"14,6 м²",Новосибирск,-1,79831236186,4050000,,1,2-я Обская ,25.6,Спортивная,https://novosibirsk.cian.ru/sale/flat/323949686/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2011
flat,Дом-Строй,developer,sale,Ленинский,Предчистовая,20,30,-1,-1,,-1,"14,9 м²",Новосибирск,-1,79586118781,6703000,Горская лагуна ЖК,1,,25.74,Студенческая,https://novosibirsk.cian.ru/sale/flat/324797260/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,Этажи,real_estate_agent,sale,Заельцовский,-1,7,10,-1,-1,107/1,10 м²,-1,Новосибирск,-1,79833210721,4350000,Бирюзовая жемчужина-Апартаменты,-1,Сухарная ,23.0,Площадь Гарина-Михайловского,https://novosibirsk.cian.ru/sale/flat/323294049/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2021
flat,Этажи,real_estate_agent,sale,Заельцовский,-1,17,23,-1,-1,46/1,10 м²,-1,Новосибирск,-1,79137219180,4100000,,-1,Светлановская ,25.37,Заельцовская,https://novosibirsk.cian.ru/sale/flat/325083397/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2025
flat,Телецентр 19|56,developer,sale,Ленинский,Предчистовая,8,15,-1,-1,19/1,5 м²,"12,7 м²",Новосибирск,-1,79635619700,5350000,1956. Кварталы Телецентра,1, Костычева,26.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326024147/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2027
flat,МАРКОВЪ ДОМЪ,real_estate_agent,sale,Ленинский,Чистовая,2,15,-1,-1,,-1,-1,Новосибирск,-1,79137324237,7300000,Горская лагуна ЖК,1,,28.0,Студенческая,https://novosibirsk.cian.ru/sale/flat/322947337/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,Этажи,real_estate_agent,sale,Кировский,-1,2,10,-1,-1,24,10 м²,-1,Новосибирск,-1,79833015009,4150000,Просторный,1, Виктора Шевелева,40.0,Студенческая,https://novosibirsk.cian.ru/sale/flat/326717575/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,-1
flat,Страна Девелопмент,developer,sale,Заельцовский,"Предчистовая, чистовая",22,29,-1,Панельный,109/2,"7,3 м²","13,1 м²",Новосибирск,-1,79587384464,7941176,Страна Береговая,1,Сухарная ,27.47,Площадь Гарина-Михайловского,https://novosibirsk.cian.ru/sale/flat/325663699/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,МАРКОВЪ ДОМЪ,real_estate_agent,sale,Октябрьский,-1,12,25,-1,-1,12,6 м²,-1,Новосибирск,-1,79137324237,7500000,Сакура Парк,1,Ипподромская ,30.48,Октябрьская,https://novosibirsk.cian.ru/sale/flat/322164366/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2024
flat,Города Новосибирск,real_estate_agent,sale,Ленинский,-1,17,17,-1,-1,2Б,4 м²,17 м²,Новосибирск,-1,79831236186,4300000,Полтава,1, Немировича-Данченко,30.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/320352816/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2017
flat,Астон,developer,sale,Кировский,"Предчистовая, чистовая",18,26,-1,Монолитно-кирпичный,6к11,"3,4 м²","14,6 м²",Новосибирск,-1,79584099293,5270000,Астон. Шесть звёзд,1, Аникина,27.27,Студенческая,https://novosibirsk.cian.ru/sale/flat/326449539/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,Этажи,real_estate_agent,sale,Кировский,-1,2,3,-1,-1,27,9 м²,-1,Новосибирск,-1,79137020199,4700000,,1, Серафимовича,36.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/324890742/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2013
flat,Астон,developer,sale,Кировский,"Предчистовая, чистовая",12,26,-1,Монолитно-кирпичный,6,"3,4 м²","14,6 м²",Новосибирск,-1,79584099293,5400000,Астон. Шесть звёзд,1, Аникина,27.73,Студенческая,https://novosibirsk.cian.ru/sale/flat/321542477/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,Этажи,real_estate_agent,sale,Октябрьский,-1,6,10,-1,-1,9,"8,5 м²",45 м²,Новосибирск,-1,79139342730,4500000,Плющихинский,1, Плющихинская,58.5,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/323327827/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2024
flat,Этажи,real_estate_agent,sale,Октябрьский,-1,14,17,-1,-1,16,10 м²,-1,Новосибирск,-1,79137217091,4900000,Закаменский-16,1,Закаменский мкр,21.1,Березовая Роща,https://novosibirsk.cian.ru/sale/flat/324798889/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2024
flat,Новый Мир,developer,sale,Железнодорожный,Предчистовая,5,16,-1,-1,6/1,-1,42 м²,Новосибирск,-1,79587376561,14670000,Беринг,1, Прибрежная,83.1,Площадь Гарина-Михайловского,https://novosibirsk.cian.ru/sale/flat/324817853/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2025
flat,ID 95282244,homeowner,sale,Дзержинский,-1,26,30,-1,-1,21,"3,6 м²","14,7 м²",Новосибирск,-1,79139836349,6000000,Менделеев,1,Закаменский мкр,27.0,Березовая Роща,https://novosibirsk.cian.ru/sale/flat/326307744/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,-1
flat,СМСС,developer,sale,Дзержинский,Предчистовая,3,29,-1,-1,21,-1,-1,Новосибирск,-1,79586108583,5500000,Менделеев,1,Закаменский мкр,27.5,Березовая Роща,https://novosibirsk.cian.ru/sale/flat/326667141/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2025
flat,Страна Девелопмент,developer,sale,Заельцовский,"Предчистовая, чистовая",16,29,-1,Панельный,109/2,"5,1 м²","18,6 м²",Новосибирск,-1,79587384464,9117647,Страна Береговая,1,Сухарная ,29.98,Площадь Гарина-Михайловского,https://novosibirsk.cian.ru/sale/flat/325663673/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,ID 108153573,homeowner,sale,Калининский,-1,4,5,-1,-1,6А,-1,-1,Новосибирск,-1,79137328463,2359000,,-1, Сухановская,17.6,Заельцовская,https://novosibirsk.cian.ru/sale/flat/322565875/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,-1
flat,Новый Мир,developer,sale,Заельцовский,Предчистовая,20,20,-1,-1,,"7,8 м²",14 м²,Новосибирск,-1,79587500021,9900000,Оскар ЖК,1,,33.9,Заельцовская,https://novosibirsk.cian.ru/sale/flat/324818262/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,РайоныКварталы,real_estate_agent,sale,Октябрьский,-1,5,10,-1,-1,46/1,6 м²,20 м²,Новосибирск,-1,79831321541,3650000,Плющихинский,1, Татьяны Снежиной,36.7,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/326931484/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,-1
flat,РайоныКварталы,real_estate_agent,sale,Первомайский,-1,2,17,-1,-1,22,5 м²,"8,4 м²",Новосибирск,-1,79833000784,2400000,Берёзовое,1, Твардовского,18.4,Спортивная,https://novosibirsk.cian.ru/sale/flat/324947147/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2013
flat,СМСС,developer,sale,Центральный,Под ключ,11,29,-1,-1,58,2 м²,14 м²,Новосибирск,-1,79012477877,5640930,Апартаменты Land Lord,-1, Николая Островского,20.97,Гагаринская,https://novosibirsk.cian.ru/sale/flat/319419440/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,Александр Харахордин,realtor,sale,Заельцовский,-1,13,21,-1,-1,238,5 м²,20 м²,Новосибирск,-1,79831321776,6500000,Ельцовский,1, Дуси Ковальчук,30.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/325530216/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2022
flat,РайоныКварталы,real_estate_agent,sale,Ленинский,-1,6,10,-1,-1,1Г,5 м²,12 м²,Новосибирск,-1,79831321541,2750000,,1,Хилокская ,26.8,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/321403823/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,-1
flat,Новый Мир,developer,sale,Железнодорожный,Предчистовая,24,24,-1,-1,6/1,-1,"21,6 м²",Новосибирск,-1,79587376561,8350000,Беринг,1, Прибрежная,34.3,Площадь Гарина-Михайловского,https://novosibirsk.cian.ru/sale/flat/324843345/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2025
flat,Надежда Иванова,realtor,sale,Заельцовский,-1,20,25,-1,-1,52/2,4 м²,15 м²,Новосибирск,-1,79137220194,5200000,Чкалов,1,Светлановская ,26.9,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326150479/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2023
flat,Хорошие люди,real_estate_agent,sale,Калининский,-1,2,3,-1,-1,96/3,5 м²,19 м²,Новосибирск,-1,79134726674,2845000,,-1, Богдана Хмельницкого,24.3,Заельцовская,https://novosibirsk.cian.ru/sale/flat/322544885/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,1968
flat,Астон,developer,sale,Кировский,"Предчистовая, чистовая",13,26,-1,Монолитно-кирпичный,6к11,"3,4 м²","14,6 м²",Новосибирск,-1,79584099293,5370000,Астон. Шесть звёзд,1, Аникина,27.73,Студенческая,https://novosibirsk.cian.ru/sale/flat/323538883/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,Хорошие люди,real_estate_agent,sale,Железнодорожный,-1,22,25,-1,-1,15/1,4 м²,17 м²,Новосибирск,-1,79137215194,4980000,Джет,-1,Железнодорожная ,23.7,Гагаринская,https://novosibirsk.cian.ru/sale/flat/320275260/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2019
flat,ID 109418620,realtor,sale,Калининский,-1,4,17,-1,-1,66/5,3 м²,14 м²,Новосибирск,-1,79137091289,3490000,На Фадеева,1, Фадеева,23.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326439331/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2015
flat,Телецентр 19|56,real_estate_agent,sale,Ленинский,Предчистовая,18,18,-1,-1,19/1,-1,-1,Новосибирск,-1,79635619700,5540000,1956. Кварталы Телецентра,1, Костычева,25.16,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/325939487/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,РайоныКварталы,real_estate_agent,sale,Ленинский,-1,9,15,-1,-1,2/1,-1,-1,Новосибирск,-1,79833043716,7900000,,1,Горская ,27.64,Спортивная,https://novosibirsk.cian.ru/sale/flat/326640825/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,-1
flat,РайоныКварталы,real_estate_agent,sale,Кировский,-1,15,17,-1,-1,170,-1,-1,Новосибирск,-1,79139532636,3790000,,1, Петухова,36.8,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/323376178/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2025
